,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
52,6.213011595,1633095.549,4.42378125,5.317700357,26532.68802,207826.2288,2
53,6.230177448,1698937.677,4.456780885,5.347704551,28627.33271,222691.9667,2
54,6.2473433,1767434.386,4.48978052,5.377708744,30887.34082,238621.0456,2
55,6.264509153,1838692.704,4.522780155,5.407712938,33325.76713,255689.526,2
56,6.281675005,1912823.97,4.55577979,5.437717132,35956.69698,273978.9089,2
57,6.298840858,1989944.013,4.588779425,5.467721325,38795.32774,293576.5249,2
58,6.31600671,2070173.335,4.62177906,5.497725519,41858.05651,314575.9516,2
59,6.333172563,2153637.293,4.654778695,5.527729713,45162.57491,337077.46,2
60,6.350338415,2240466.298,4.68777833,5.557733906,48727.9712,361188.4934,2
61,6.367504268,2330796.021,4.720777965,5.5877381,52574.84061,387024.1807,2
62,6.384670121,2424767.601,4.7537776,5.617742294,56725.40427,414707.8858,2
63,6.401835973,2522527.869,4.786777235,5.647746487,61203.63755,444371.7966,2
64,6.419001826,2624229.575,4.81977687,5.677750681,66035.40861,476157.5566,2
65,6.436167678,2730031.626,4.852776504,5.707754875,71248.62778,510216.941,2
66,6.453333531,2840099.338,4.885776139,5.737759068,76873.40879,546712.5813,2
67,6.470499383,2954604.692,4.918775774,5.767763262,82942.24271,585818.742,2
68,6.487665236,3073726.602,4.951775409,5.797767456,89490.18568,627722.1529,2
69,6.504831088,3197651.194,4.984775044,5.827771649,96555.06135,672622.9001,2
70,6.521996941,3326572.1,5.017774679,5.857775843,104177.6794,720735.3822,2
71,6.539162793,3460690.76,5.050774314,5.887780037,112402.0712,772289.3334,2
72,6.556328646,3600216.732,5.083773949,5.91778423,121275.7444,827530.9207,2
73,6.573494498,3745368.025,5.116773584,5.947788424,130849.9569,886723.9196,2
74,6.590660351,3896371.437,5.149773219,5.977792617,141180.0134,950150.9731,2
75,6.607826204,4053462.91,5.182772854,6.007796811,152325.5846,1018114.942,2
76,6.624992056,4216887.9,5.215772489,6.037801005,164351.0521,1090940.349,2
77,6.642157909,4386901.756,5.248772124,6.067805198,177325.8799,1168974.933,2
78,6.659323761,4563770.126,5.281771758,6.097809392,191325.016,1252591.303,2
79,6.676489614,4747769.363,5.314771393,6.127813586,206429.3254,1342188.724,2
80,6.693655466,4939186.968,5.347771028,6.157817779,222726.0568,1438195.016,2
81,6.710821319,5138322.027,5.380770663,6.187821973,240309.3469,1541068.605,2
82,6.727987171,5345485.69,5.413770298,6.217826167,259280.7642,1651300.707,2
83,6.745153024,5561001.649,5.446769933,6.24783036,279749.8955,1769417.672,2
84,6.762318876,5785206.645,5.479769568,6.277834554,301834.9791,1895983.502,2
85,6.779484729,6018450.999,5.512769203,6.307838748,325663.5876,2031602.543,2
86,6.796650581,6261099.153,5.545768838,6.337842941,351373.365,2176922.366,2
87,6.813816434,6513530.244,5.578768473,6.367847135,379112.8218,2332636.865,2
88,6.830982287,6776138.694,5.611768108,6.397851329,409042.1926,2499489.569,2
89,6.848148139,7049334.828,5.644767743,6.427855522,441334.3619,2678277.188,2
90,6.865313992,7333545.513,5.677767377,6.457859716,476175.8629,2869853.424,2
91,6.882479844,7629214.827,5.710767012,6.48786391,513767.9546,3075133.041,2
92,6.899645697,7936804.753,5.743766647,6.517868103,554327.7846,3295096.238,2
93,6.916811549,8256795.897,5.776766282,6.547872297,598089.6435,3530793.325,2
94,6.933977402,8589688.245,5.809765917,6.577876491,645306.318,3783349.744,2
95,6.951143254,8936001.938,5.842765552,6.607880684,696250.5513,4053971.435,2
96,6.968309107,9296278.092,5.875765187,6.637884878,751216.6187,4343950.601,2
97,6.985474959,9671079.634,5.908764822,6.667889072,810522.0271,4654671.877,2
98,7.002640812,10060992.19,5.941764457,6.697893265,874509.3493,4987618.937,2
99,7.019806664,10466625,5.974764092,6.727897459,943548.2028,5344381.584,2
