,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
90,6.865313992,7333545.513,6.592901696,7.640427665,3916532.152,43694589.62,2
91,6.882479844,7629214.827,6.641766094,7.680919066,4382945.738,47964405.49,2
92,6.899645697,7936804.753,6.690630492,7.721410467,4904903.776,52651465.86,2
93,6.916811549,8256795.897,6.73949489,7.761901868,5489020.968,57796543.69,2
94,6.933977402,8589688.245,6.788359288,7.802393269,6142699.747,63444396.23,2
95,6.951143254,8936001.938,6.837223686,7.84288467,6874224.092,69644154.42,2
96,6.968309107,9296278.092,6.886088083,7.883376071,7692864.509,76449750.21,2
97,6.985474959,9671079.634,6.934952481,7.923867472,8608995.51,83920385.8,2
98,7.002640812,10060992.19,6.983816879,7.964358873,9634227.097,92121048.58,2
99,7.019806664,10466625,7.032681277,8.004850274,10781551.88,101123076.5,2
