,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
49,6.161514038,1450487.657,4.937805471,6.047032102,86657.36325,1114376.903,2
50,6.17867989,1508967.514,4.952462364,6.058808436,89631.85083,1145007.776,2
51,6.195845743,1569805.125,4.967119258,6.07058477,92708.43678,1176480.6,2
52,6.213011595,1633095.549,4.981776152,6.082361104,95890.62561,1208818.517,2
53,6.230177448,1698937.677,4.996433046,6.121167119,99182.0421,1321804.175,2
54,6.2473433,1767434.386,5.01108994,6.164488246,102586.4355,1460455.223,2
55,6.264509153,1838692.704,5.025746834,6.207809373,106107.6836,1613650.114,2
56,6.281675005,1912823.97,5.040403727,6.2511305,109749.7975,1782914.43,2
57,6.298840858,1989944.013,5.055060621,6.294451627,113516.9258,1969933.778,2
58,6.31600671,2070173.335,5.069717515,6.337772754,117413.3597,2176570.577,2
59,6.333172563,2153637.293,5.115888353,6.381093881,130583.5146,2404882.605,2
60,6.350338415,2240466.298,5.172211398,6.424415008,148665.9116,2657143.492,2
61,6.367504268,2330796.021,5.228534443,6.467736135,169252.2471,2935865.361,2
62,6.384670121,2424767.601,5.284857488,6.511057262,192689.2509,3243823.844,2
63,6.401835973,2522527.869,5.341180534,6.554378389,219371.666,3584085.726,2
64,6.419001826,2624229.575,5.397503579,6.597699516,249748.8968,3960039.48,2
65,6.436167678,2730031.626,5.453826624,6.641020643,284332.5786,4375429.018,2
66,6.453333531,2840099.338,5.510149669,6.68434177,323705.1946,4834390.966,2
67,6.470499383,2954604.692,5.566472714,6.727662897,368529.8868,5341495.866,2
68,6.487665236,3073726.602,5.622795759,6.770984024,419561.6251,5901793.688,2
69,6.504831088,3197651.194,5.679118804,6.814305151,477659.9226,6520864.119,2
70,6.521996941,3326572.1,5.735441849,6.857626277,543803.3129,7204872.13,2
71,6.539162793,3460690.76,5.791764894,6.900947404,619105.8306,7960629.368,2
72,6.556328646,3600216.732,5.848087939,6.944268531,704835.7749,8795661.989,2
73,6.573494498,3745368.025,5.904410984,6.987589658,802437.0714,9718285.61,2
74,6.590660351,3896371.437,5.960734029,7.030910785,913553.5915,10737688.11,2
75,6.607826204,4053462.91,6.017057074,7.074231912,1040056.84,11864021.15,2
76,6.624992056,4216887.9,6.073380119,7.117553039,1184077.475,13108501.23,2
77,6.642157909,4386901.756,6.129703165,7.160874166,1348041.196,14483521.43,2
78,6.659323761,4563770.126,6.18602621,7.204195293,1534709.599,16002774.78,2
79,6.676489614,4747769.363,6.242349255,7.24751642,1747226.688,17681390.68,2
80,6.693655466,4939186.968,6.2986723,7.290837547,1989171.828,19536085.49,2
81,6.710821319,5138322.027,6.354995345,7.334158674,2264620.033,21585329.08,2
82,6.727987171,5345485.69,6.41131839,7.377479801,2578210.601,23849528.69,2
83,6.745153024,5561001.649,6.467641435,7.420800928,2935225.251,26351232.2,2
84,6.762318876,5785206.645,6.52396448,7.464122055,3341677.081,29115352.66,2
85,6.779484729,6018450.999,6.580287525,7.507443182,3804411.844,32169416.37,2
86,6.796650581,6261099.153,6.63661057,7.550764309,4331223.254,35543837.02,2
87,6.813816434,6513530.244,6.692933615,7.594085436,4930984.248,39272218.54,2
88,6.830982287,6776138.694,6.74925666,7.637406563,5613796.434,43391689.76,2
89,6.848148139,7049334.828,6.805579705,7.68072769,6391160.225,47943274.16,2
90,6.865313992,7333545.513,6.86190275,7.724048817,7276168.544,52972298.38,2
91,6.882479844,7629214.827,6.918225795,7.767369944,8283727.338,58528843.62,2
92,6.899645697,7936804.753,6.974548841,7.810691071,9430806.639,64668244.34,2
93,6.916811549,8256795.897,7.030871886,7.854012198,10736726.38,71451639.36,2
94,6.933977402,8589688.245,7.087194931,7.897333325,12223481.81,78946580.65,2
95,6.951143254,8936001.938,7.143517976,7.940654451,13916113.93,87227706.07,2
96,6.968309107,9296278.092,7.199841021,7.983975578,15843131.28,96377482.64,2
97,6.985474959,9671079.634,7.256164066,8.027296705,18036990.06,106487027.8,2
98,7.002640812,10060992.19,7.312487111,8.070617832,20534640.83,117657016.7,2
99,7.019806664,10466625,7.368810156,8.113938959,23378150.82,129998685,2
