,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
34,5.904026249410016,801726.5194768748,4.71795206275592,5.870387093754764,52233.85303075242,741971.2777617743,3
35,5.921192101949413,834050.0292923339,4.7326089566055485,5.882163427654276,54026.76411117604,762365.8389550705,3
36,5.93835795448881,867676.738217973,4.747265850455177,5.893939761553788,55881.216317819344,783320.9853606701,3
37,5.955523807028206,902659.1878227763,4.7619227443048056,5.9057160954532995,57799.3220310774,804852.1257817965,3
38,5.972689659567603,939052.0380139385,4.776579638154434,5.917492429352811,59783.26613815831,826975.0925633782,3
39,5.989855512107,976912.1524427038,4.791236532004063,5.929268763252322,61835.3085218575,849706.1532339362,3
40,6.007021364646397,1016298.6873535449,4.805893425853691,5.941045097151834,63957.78663475835,873062.0224674806,3
41,6.024187217185793,1057273.1840155052,4.82055031970332,5.952821431051346,66153.11816179153,897059.874374186,3
42,6.04135306972519,1099899.6648801346,4.835207213552948,5.964597764950858,68423.80377418584,921717.3551289182,3
43,6.058518922264587,1144244.7336162557,4.849864107402577,5.9763740988503695,70772.42997794769,947052.5959468726,3
44,6.0756847748039835,1190377.6791778738,4.864521001252205,5.988150432749881,73201.67206011347,973084.2264158757,3
45,6.09285062734338,1238370.5840678301,4.879177895101835,5.999926766649392,75714.29713613176,999831.3881951491,3
46,6.110016479882777,1288298.4369663605,4.893834788951463,6.011703100548904,78313.1673018447,1027313.7490906221,3
47,6.127182332422174,1340239.2499005443,4.908491682801092,6.023479434448416,81001.24289366217,1055551.5175171113,3
48,6.14434818496157,1394274.1801377165,4.92314857665072,6.035255768347928,83781.58586063857,1084565.4573580432,3
49,6.161514037500967,1450487.656993302,4.937805470500349,6.04703210224744,86657.36325229614,1114376.903233615,3
50,6.178679890040364,1508967.5137512118,4.952462364349977,6.0588084361469505,89631.85082616637,1145007.7761886315,3
51,6.195845742579761,1569805.1249029194,4.967119258199606,6.070584770046462,92708.43677915932,1176480.5998115651,3
52,6.213011595119157,1633095.5489196603,4.9817761520492345,6.082361103945974,95890.62560701101,1208818.5167966571,3
53,6.230177447658554,1698937.6767808301,4.996433045898863,6.121167119180797,99182.04209620517,1321804.1746905171,3
54,6.247343300197951,1767434.3864906582,5.011089939748492,6.1644882461398645,102586.43545291648,1460455.2227623113,3
55,6.2645091527373475,1838692.7038245886,5.02574683359812,6.207809373098932,106107.68357367851,1613650.1143924058,3
56,6.281675005276744,1912823.9695565326,5.040403727447749,6.251130500058,109749.79746264106,1782914.4304428997,3
57,6.298840857816141,1989944.0134282873,5.055060621297377,6.294451627017069,113516.92580044852,1969933.778041131,3
58,6.316006710355538,2070173.3351329418,5.069717515147006,6.337772753976137,117413.35966994357,2176570.5765830805,3
59,6.3331725628949345,2153637.2925950615,5.115888353256381,6.381093880935205,130583.51459355168,2404882.6045097075,3
60,6.350338415434331,2240466.2978418353,5.172211398326175,6.424415007894273,148665.91163007673,2657143.4915529606,3
